IQ[1][0],0.0,0.0
IQ[1][1],0.0,0.0
IQ[1][2],0.0,0.0
IQ[1][3],0.0,0.0
IQ[1][4],-1.3062722E-4,-8.487092E-5
IQ[1][5],-4.011146E-4,-2.9171468E-4
IQ[1][6],-8.2860154E-4,-5.481342E-4
IQ[1][7],-0.0014375814,-7.494632E-4
IQ[1][8],-0.0025448806,-0.0021367471
IQ[1][9],-0.006014107,-0.007829665
IQ[1][10],-0.018923245,-0.019384073
IQ[1][11],-0.047389835,-0.0418562
IQ[1][12],-0.093275785,-0.07858002
IQ[1][13],-0.15899692,-0.12795815
IQ[1][14],-0.2512998,-0.18739821
IQ[1][15],-0.37879568,-0.25724557
IQ[1][16],-0.5485366,-0.3394331
IQ[1][17],-0.76678884,-0.43488222
IQ[1][18],-1.0413758,-0.54419076
IQ[1][19],-1.3808578,-0.67012435
IQ[1][20],-1.7912726,-0.81724864
IQ[1][21],-2.2749667,-0.988123
IQ[1][22],-2.835042,-1.1817409
IQ[1][23],-3.478127,-1.3960989
IQ[1][24],-4.2047577,-1.6365777
IQ[1][25],-4.87928,-1.7059958
IQ[1][26],-5.615451,-1.4608662
IQ[1][27],-6.4396744,-0.9069997
IQ[1][28],-7.2778363,0.10034317
IQ[1][29],-8.251315,1.819565
IQ[1][30],-9.652326,4.3462877
IQ[1][31],-11.693691,7.5879283
IQ[1][0],-14.436644,11.459402
IQ[1][1],-17.926645,15.968516
IQ[1][2],-22.264305,21.120281
IQ[1][3],-27.518242,26.859587
IQ[1][4],-33.661526,33.16641
IQ[1][5],-40.668365,40.150375
IQ[1][6],-48.64882,47.980812
IQ[1][7],-57.829926,56.728394
IQ[1][8],-68.40349,66.31807
IQ[1][9],-80.46125,76.66274
IQ[1][10],-94.55571,86.95905
IQ[1][11],-110.25511,96.72544
IQ[1][12],-127.494705,106.06969
IQ[1][13],-146.64302,114.48995
IQ[1][14],-167.30716,120.996086
IQ[1][15],-188.40103,125.21847
IQ[1][16],-209.14188,127.5298
IQ[1][17],-229.34506,128.25975
IQ[1][18],-248.85548,127.346436
IQ[1][19],-267.24057,124.75281
IQ[1][20],-284.1805,120.7449
IQ[1][21],-299.79953,115.496796
IQ[1][22],-314.3057,108.628975
IQ[1][23],-327.38492,99.41659
IQ[1][24],-338.1748,87.4557
IQ[1][25],-345.85858,72.94894
IQ[1][26],-350.08798,56.27597
IQ[1][27],-350.07938,38.691826
IQ[1][28],-346.49084,20.694836
IQ[1][29],-339.2648,1.841198
IQ[1][30],-327.59845,-17.323582
IQ[1][31],-311.84708,-35.462345
IQ[1][0],-293.42294,-52.188324
IQ[1][1],-273.2357,-68.23656
IQ[1][2],-251.2697,-84.200134
IQ[1][3],-227.56966,-100.00177
IQ[1][4],-202.76256,-115.65386
IQ[1][5],-177.32866,-131.80634
IQ[1][6],-150.90898,-149.08847
IQ[1][7],-122.81337,-167.20502
IQ[1][8],-93.11219,-185.10573
IQ[1][9],-62.883766,-202.08133
IQ[1][10],-33.338177,-218.4098
IQ[1][11],-4.9610386,-234.84854
IQ[1][12],21.924984,-252.55212
IQ[1][13],48.00837,-271.75616
IQ[1][14],73.258736,-291.87863
IQ[1][15],96.95517,-313.06268
IQ[1][16],119.12722,-336.0686
IQ[1][17],140.51897,-361.01273
IQ[1][18],161.4732,-387.2588
IQ[1][19],181.6754,-414.3757
IQ[1][20],201.00136,-442.49908
IQ[1][21],219.95708,-471.62903
IQ[1][22],238.99597,-501.0659
IQ[1][23],257.76965,-529.92224
IQ[1][24],275.38895,-558.02234
IQ[1][25],291.39014,-586.0304
IQ[1][26],306.22318,-614.6213
IQ[1][27],320.7463,-643.7275
IQ[1][28],335.40005,-672.6549
IQ[1][29],350.09735,-700.57465
IQ[1][30],364.26447,-727.223
IQ[1][31],377.6168,-752.8411
IQ[1][0],390.27036,-777.5655
IQ[1][1],402.30167,-801.315
IQ[1][2],413.66647,-824.0924
IQ[1][3],424.4509,-846.0134
IQ[1][4],434.88422,-867.0251
IQ[1][5],444.98218,-886.85
IQ[1][6],454.3898,-905.33716
IQ[1][7],462.7288,-922.76556
IQ[1][8],470.0349,-939.6599
IQ[1][9],476.7928,-956.31287
IQ[1][10],483.51154,-972.4924
