IQ[1][0],0.0,0.0
IQ[1][1],0.0,0.0
IQ[1][2],0.0,0.0
IQ[1][3],0.0,0.0
IQ[1][4],-1.2825586E-5,-1.462478E-5
IQ[1][5],-5.1302344E-5,-5.849912E-5
IQ[1][6],-1.2825587E-4,-1.462478E-4
IQ[1][7],-2.7592207E-4,-2.9122338E-4
IQ[1][8],-5.7353626E-4,-0.0018517995
IQ[1][9],-0.002558425,-0.008067664
IQ[1][10],-0.013152493,-0.020593787
IQ[1][11],-0.038227804,-0.044678576
IQ[1][12],-0.07937538,-0.08371644
IQ[1][13],-0.13876946,-0.13609225
IQ[1][14],-0.222929,-0.19913685
IQ[1][15],-0.34035188,-0.27307928
IQ[1][16],-0.49798322,-0.35988075
IQ[1][17],-0.7019839,-0.46047327
IQ[1][18],-0.9599699,-0.5754564
IQ[1][19],-1.2803814,-0.70757055
IQ[1][20],-1.6692342,-0.8613937
IQ[1][21],-2.129421,-1.0396116
IQ[1][22],-2.6639924,-1.2410823
IQ[1][23],-3.2795346,-1.4610928
IQ[1][24],-3.9479065,-1.7173792
IQ[1][25],-4.46514,-1.9475772
IQ[1][26],-4.802802,-2.1735775
IQ[1][27],-4.77656,-2.5185235
IQ[1][28],-4.1616907,-2.9093351
IQ[1][29],-2.9436948,-3.188448
IQ[1][30],-1.2482471,-3.359405
IQ[1][31],0.8803508,-3.5756922
IQ[1][0],3.5127144,-3.968148
IQ[1][1],6.708911,-4.5997105
IQ[1][2],10.48341,-5.564952
IQ[1][3],14.904715,-7.0201077
IQ[1][4],20.142094,-9.072956
IQ[1][5],26.357035,-11.698812
IQ[1][6],33.577385,-14.820842
IQ[1][7],41.72354,-18.459492
IQ[1][8],50.75275,-22.77543
IQ[1][9],60.593037,-27.872747
IQ[1][10],70.53622,-34.09244
IQ[1][11],80.56378,-41.34867
IQ[1][12],90.03316,-49.164124
IQ[1][13],98.1192,-57.84268
IQ[1][14],104.81375,-68.04844
IQ[1][15],110.66879,-79.8301
IQ[1][16],115.92013,-92.65425
IQ[1][17],120.356865,-106.09655
IQ[1][18],123.84414,-120.01904
IQ[1][19],126.47957,-134.13358
IQ[1][20],128.15567,-147.83621
IQ[1][21],128.30228,-160.66322
IQ[1][22],126.295235,-172.70673
IQ[1][23],122.02388,-184.3584
IQ[1][24],115.873726,-195.68365
IQ[1][25],108.16682,-206.18134
IQ[1][26],98.983444,-215.2963
IQ[1][27],89.14371,-222.28598
IQ[1][28],78.46435,-227.26497
IQ[1][29],67.817894,-230.96442
IQ[1][30],58.41314,-232.88857
IQ[1][31],50.234093,-231.97896
IQ[1][0],42.43916,-228.13202
IQ[1][1],34.726482,-222.11115
IQ[1][2],27.486967,-214.4227
IQ[1][3],20.892914,-205.06676
IQ[1][4],14.617467,-194.34618
IQ[1][5],8.627745,-183.23895
IQ[1][6],3.7569704,-172.64426
IQ[1][7],1.1203299,-162.55554
IQ[1][8],1.0940319,-152.32019
IQ[1][9],3.1533222,-141.66736
IQ[1][10],6.7011523,-131.25784
IQ[1][11],11.683586,-122.12315
IQ[1][12],17.949053,-115.28095
IQ[1][13],26.0666,-110.86536
IQ[1][14],35.730923,-108.481125
IQ[1][15],46.276714,-108.60657
IQ[1][16],57.801643,-112.126465
IQ[1][17],70.916504,-119.24654
IQ[1][18],85.774765,-129.60062
IQ[1][19],102.02499,-143.1315
IQ[1][20],119.60925,-160.24225
IQ[1][21],139.03078,-181.02864
IQ[1][22],160.63533,-204.83415
IQ[1][23],183.9498,-230.83127
IQ[1][24],207.99652,-258.8599
IQ[1][25],232.19402,-289.4701
IQ[1][26],256.76514,-323.14923
IQ[1][27],282.25146,-359.66077
IQ[1][28],308.8222,-398.19012
IQ[1][29],336.22998,-437.8545
IQ[1][30],363.82034,-478.21927
IQ[1][31],391.20303,-519.1849
IQ[1][0],418.2432,-560.4916
IQ[1][1],444.79114,-601.7643
IQ[1][2],470.6568,-642.76654
IQ[1][3],495.82452,-683.3403
IQ[1][4],520.40173,-723.1087
IQ[1][5],544.26355,-761.47675
IQ[1][6],566.93054,-798.0304
IQ[1][7],587.91754,-832.8193
IQ[1][8],607.14844,-866.15814
IQ[1][9],624.98376,-898.1734
