IQ[1][0],0.0,0.0
IQ[1][1],0.0,0.0
IQ[1][2],0.0,0.0
IQ[1][3],0.0,0.0
IQ[1][4],6.029195E-5,1.4058109E-5
IQ[1][5],2.1064929E-4,7.0060196E-5
IQ[1][6],4.5361102E-4,1.763762E-4
IQ[1][7],7.988964E-4,1.9853616E-4
IQ[1][8],0.0011148388,-0.0024401017
IQ[1][9],-0.0015269516,-0.013829131
IQ[1][10],-0.02008921,-0.037162174
IQ[1][11],-0.06568505,-0.08225532
IQ[1][12],-0.14138496,-0.15549962
IQ[1][13],-0.2514876,-0.25390673
IQ[1][14],-0.40860513,-0.37248462
IQ[1][15],-0.6290717,-0.5117709
IQ[1][16],-0.92640126,-0.67552435
IQ[1][17],-1.3125212,-0.8657552
IQ[1][18],-1.8021177,-1.0838178
IQ[1][19],-2.411192,-1.3351979
IQ[1][20],-3.1513186,-1.6286337
IQ[1][21],-4.0286617,-1.9697621
IQ[1][22],-5.0496826,-2.357247
IQ[1][23],-6.227171,-2.7869763
IQ[1][24],-7.5817738,-3.2574563
IQ[1][25],-8.866461,-3.690021
IQ[1][26],-10.012745,-3.9189754
IQ[1][27],-10.921936,-3.9710402
IQ[1][28],-11.350467,-3.7715378
IQ[1][29],-11.230839,-3.1204076
IQ[1][30],-10.677778,-1.9857816
IQ[1][31],-9.717583,-0.54820144
IQ[1][0],-8.194764,1.0162688
IQ[1][1],-5.9216084,2.6478448
IQ[1][2],-2.7753959,4.304408
IQ[1][3],1.3840985,5.8857193
IQ[1][4],6.7872066,7.322685
IQ[1][5],13.661276,8.674584
IQ[1][6],22.09313,10.057463
IQ[1][7],32.04919,11.477188
IQ[1][8],43.540325,12.782972
IQ[1][9],56.73917,13.7894
IQ[1][10],70.839035,14.111826
IQ[1][11],85.74568,13.152079
IQ[1][12],101.26379,11.064991
IQ[1][13],116.56961,7.6169596
IQ[1][14],131.4874,2.0124197
IQ[1][15],146.59557,-5.9490805
IQ[1][16],162.17801,-15.633625
IQ[1][17],177.8169,-26.406761
IQ[1][18],192.9835,-38.103207
IQ[1][19],207.46654,-50.62606
IQ[1][20],221.0297,-63.588608
IQ[1][21],233.03369,-76.6619
IQ[1][22],242.75699,-90.05734
IQ[1][23],250.01198,-104.3358
IQ[1][24],255.18623,-119.728134
IQ[1][25],258.62924,-135.83202
IQ[1][26],260.12823,-152.02048
IQ[1][27],260.67154,-167.58513
IQ[1][28],260.21945,-181.8145
IQ[1][29],259.06763,-195.19751
IQ[1][30],258.59265,-207.56989
IQ[1][31],259.2152,-217.8346
IQ[1][0],260.19788,-225.77672
IQ[1][1],261.27106,-232.4513
IQ[1][2],263.25385,-238.87024
IQ[1][3],267.05777,-245.27113
IQ[1][4],272.95166,-251.8321
IQ[1][5],281.18652,-259.34653
IQ[1][6],292.7731,-268.64752
IQ[1][7],309.04398,-279.659
IQ[1][8],330.54993,-291.53683
IQ[1][9],356.77783,-303.76996
IQ[1][10],387.03613,-316.86682
IQ[1][11],421.4134,-331.87512
IQ[1][12],459.67163,-349.69196
IQ[1][13],502.29236,-370.74252
IQ[1][14],549.233,-394.42847
IQ[1][15],599.47174,-420.65482
IQ[1][16],652.5607,-450.06943
IQ[1][17],708.8335,-482.74872
IQ[1][18],768.25354,-517.90027
IQ[1][19],829.99194,-554.83105
IQ[1][20],893.2595,-593.4704
IQ[1][21],957.9327,-633.7132
IQ[1][22],1023.96326,-674.7663
IQ[1][23],1090.5577,-715.6082
IQ[1][24],1156.3966,-755.9295
IQ[1][25],1220.5962,-796.2602
IQ[1][26],1283.226,-837.15607
IQ[1][27],1344.8108,-878.4064
IQ[1][28],1405.4431,-919.11804
IQ[1][29],1464.7699,-958.4137
IQ[1][30],1522.0276,-995.9219
IQ[1][31],1576.7396,-1031.8613
IQ[1][0],1628.9491,-1066.4058
IQ[1][1],1678.7433,-1099.4552
IQ[1][2],1726.0684,-1130.9408
IQ[1][3],1770.9747,-1160.9481
IQ[1][4],1813.705,-1189.4543
IQ[1][5],1854.3596,-1216.2076
IQ[1][6],1892.6592,-1241.0676
IQ[1][7],1928.2726,-1264.3271
IQ[1][8],1961.2743,-1286.5223
IQ[1][9],1992.1726,-1307.9478
